date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:40:23	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%226482bd64-3509%22	https://sifuochwingchun.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://sifuochwingchun.com/)
14:40:23	1317/1317	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265a1ba82-525%22	https://sifuochwingchun.com/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.min.js?ver=6.4.3	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.min84fc.js	(from https://sifuochwingchun.com/)
14:40:24	1709/1709	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265a1ba82-6ad%22	https://sifuochwingchun.com/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min.js?ver=2.1.3	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min4c71.js	(from https://sifuochwingchun.com/)
14:40:24	113558/113558	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265a1ba82-1bb96%22	https://sifuochwingchun.com/wp-content/plugins/pixelyoursite/dist/scripts/public.js?ver=9.4.7.1	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/wp-content/plugins/pixelyoursite/dist/scripts/public31ce.js	(from https://sifuochwingchun.com/)
14:40:24	246547/246547	---MCZ	200	added ('OK')	application/json	date:Fri,%2001%20Mar%202024%2019:44:58%20GMT	https://sifuochwingchun.com/wp-json/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/wp-json/index.html	(from https://sifuochwingchun.com/)
14:40:34	108104/108104	---MCZ	200	added ('OK')	application/json	date:Fri,%2001%20Mar%202024%2019:45:08%20GMT	https://sifuochwingchun.com/wp-json/wp/v2/pages/9656	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/wp-json/wp/v2/pages/9656.json	(from https://sifuochwingchun.com/)
14:40:35	829/829	---MCZ	200	added ('OK')	text/xml	date:Fri,%2001%20Mar%202024%2019:45:08%20GMT	https://sifuochwingchun.com/xmlrpc.php?rsd	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/xmlrpc0db0.php	(from https://sifuochwingchun.com/)
14:40:36	2578/2578	---MCZ	200	added ('OK')	application/json	date:Fri,%2001%20Mar%202024%2019:45:09%20GMT	https://sifuochwingchun.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsifuochwingchun.com%2F	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/wp-json/oembed/1.0/embed0822.json	(from https://sifuochwingchun.com/)
14:40:37	2747/2747	---MCZ	200	added ('OK')	text/xml	date:Fri,%2001%20Mar%202024%2019:45:10%20GMT	https://sifuochwingchun.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsifuochwingchun.com%2F&format=xml	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/wp-json/oembed/1.0/embed47e9	(from https://sifuochwingchun.com/)
14:40:37	219855/219855	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2001%20Mar%202024%2019:45:11%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/connect.facebook.net/en_US/fbevents.js	(from https://sifuochwingchun.com/)
14:40:38	1/1	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2001%20Mar%202024%2019:45:12%20GMT	https://sifuochwingchun.com/wp-admin/admin-ajax.php	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/wp-admin/admin-ajax.php	(from https://sifuochwingchun.com/)
14:40:38	262/262	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Mar%202024%2019:45:12%20GMT	https://sifuochwingchun.com/wp-content/themes/sifu-och	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/wp-content/themes/sifu-och	(from https://sifuochwingchun.com/)
14:40:39	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Mar%202024%2019:45:12%20GMT	http://sifuochwingchun.com/wp-content/themes/sifu-och/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/wp-content/themes/sifu-och/index.html	(from https://sifuochwingchun.com/)
14:40:39	28610/28610	---M--	200	added ('OK')	image/png	etag:%22f5d6d23eb3b5ebcb81eeb297aaaf4ebf%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/24102622/Sifu-Och-logo-800-554301e9v1_site_icon-150x150.png	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/24102622/Sifu-Och-logo-800-554301e9v1_site_icon-150x150.png	(from https://sifuochwingchun.com/)
14:40:39	103115/103115	---M--	200	added ('OK')	image/png	etag:%2242f8e0ae0ff65982a540732b63690112%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/24102622/Sifu-Och-logo-800-554301e9v1_site_icon-300x300.png	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/24102622/Sifu-Och-logo-800-554301e9v1_site_icon-300x300.png	(from https://sifuochwingchun.com/)
14:40:40	480689/480689	---M--	200	added ('OK')	image/png	etag:%225f27cf42-755b1%22	https://sifuochwingchun.com/wp-content/themes/sifu-och/images/logo-color.png	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/wp-content/themes/sifu-och/images/logo-color.png	(from https://sifuochwingchun.com/)
14:40:40	141594/141594	---M--	200	added ('OK')	image/jpeg	etag:%22e4ee6a731ee3a3c5441af5b6412c14d1%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/24105016/wooden-dummy-background-bw-light-1400x933.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/24105016/wooden-dummy-background-bw-light-1400x933.jpg	(from https://sifuochwingchun.com/)
14:40:40	298461/298461	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:45:14%20GMT	https://sifuochwingchun.com/sifu-justin-och-chief-wing-chun-instructor/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/sifu-justin-och-chief-wing-chun-instructor/index.html	(from https://sifuochwingchun.com/)
14:40:41	239276/239276	---M--	200	added ('OK')	image/jpeg	etag:%223ff4b6b6c46ef8da217b0b6da0ecd331%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/25054145/intense-kickboxing-combination-defense-e1591846866305-1400x1152.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/25054145/intense-kickboxing-combination-defense-e1591846866305-1400x1152.jpg	(from https://sifuochwingchun.com/)
14:40:41	199808/199808	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:45:14%20GMT	https://sifuochwingchun.com/video-gallery/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/video-gallery/index.html	(from https://sifuochwingchun.com/)
14:40:41	1193359/1193359	---M--	200	added ('OK')	image/jpeg	etag:%225f431513-12358f%22	https://sifuochwingchun.com/wp-content/uploads/sifu-justin-och-wing-chun-kung-fu-martial-arts-self-defense.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/wp-content/uploads/sifu-justin-och-wing-chun-kung-fu-martial-arts-self-defense.jpg	(from https://sifuochwingchun.com/)
14:40:41	329984/329984	---M--	200	added ('OK')	image/jpeg	etag:%22a124070ca94a307debd565b21580c5a2%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/24105128/happy-kids-class-with-parent-1400x2100.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/24105128/happy-kids-class-with-parent-1400x2100.jpg	(from https://sifuochwingchun.com/)
14:40:50	96560/96560	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:45:22%20GMT	https://sifuochwingchun.com/instructors/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/instructors/index.html	(from https://sifuochwingchun.com/)
14:40:51	138327/138327	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:45:24%20GMT	https://sifuochwingchun.com/about-sifu-och-wing-chun/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/about-sifu-och-wing-chun/index.html	(from https://sifuochwingchun.com/)
14:40:51	3656/3656	---M--	200	added ('OK')	image/gif	etag:%226192f571-e48%22	https://sifuochwingchun.com/wp-admin/images/spinner.gif	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/wp-admin/images/spinner.gif	(from https://sifuochwingchun.com/)
14:40:51	2499704/2499704	---M--	200	added ('OK')	image/png	etag:%22202d49b5c1ec3cbd3b81390558a9ecc4%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/30154718/sifu-och-wing-chun-instructors-lakeland-fl.png	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/30154718/sifu-och-wing-chun-instructors-lakeland-fl.png	(from https://sifuochwingchun.com/)
14:40:51	132253/132253	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:45:24%20GMT	https://sifuochwingchun.com/florida-chinese-lion-dance-entertainment/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/florida-chinese-lion-dance-entertainment/index.html	(from https://sifuochwingchun.com/)
14:40:51	64887/64887	---M--	200	added ('OK')	image/jpeg	etag:%221592875637%22	https://img.youtube.com/vi/zLWFtFC8NKs/sddefault.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/img.youtube.com/vi/zLWFtFC8NKs/sddefault.jpg	(from https://sifuochwingchun.com/)
14:40:51	32898/32898	---M--	200	added ('OK')	image/jpeg	etag:%221594568219%22	https://img.youtube.com/vi/9TmHsiL5sWw/sddefault.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/img.youtube.com/vi/9TmHsiL5sWw/sddefault.jpg	(from https://sifuochwingchun.com/)
14:40:55	185101/185101	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:45:27%20GMT	https://sifuochwingchun.com/photo-gallery/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/photo-gallery/index.html	(from https://sifuochwingchun.com/)
14:40:55	67694/67694	---M--	200	added ('OK')	image/jpeg	etag:%221592880640%22	https://img.youtube.com/vi/zZQmB6Lul3I/sddefault.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/img.youtube.com/vi/zZQmB6Lul3I/sddefault.jpg	(from https://sifuochwingchun.com/)
14:40:59	85698/85698	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:45:31%20GMT	https://sifuochwingchun.com/testimonials/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/testimonials/index.html	(from https://sifuochwingchun.com/)
14:40:59	83220/83220	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:45:32%20GMT	https://sifuochwingchun.com/yoga-classes-in-lakeland/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/yoga-classes-in-lakeland/index.html	(from https://sifuochwingchun.com/)
14:40:59	51958/51958	---M--	200	added ('OK')	image/jpeg	etag:%221593829166%22	https://img.youtube.com/vi/9s8-3RDqtYE/sddefault.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/img.youtube.com/vi/9s8-3RDqtYE/sddefault.jpg	(from https://sifuochwingchun.com/)
14:41:04	59996/59996	---M--	200	added ('OK')	image/jpeg	etag:%221592846217%22	https://img.youtube.com/vi/lLYAYmWCuqY/sddefault.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/img.youtube.com/vi/lLYAYmWCuqY/sddefault.jpg	(from https://sifuochwingchun.com/)
14:41:06	114556/114556	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:45:40%20GMT	https://sifuochwingchun.com/about-sifu-och-wing-chun-wing-chun-kung-fu-history/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/about-sifu-och-wing-chun-wing-chun-kung-fu-history/index.html	(from https://sifuochwingchun.com/)
14:41:09	123169/123169	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:45:41%20GMT	https://sifuochwingchun.com/blog/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/blog/index.html	(from https://sifuochwingchun.com/)
14:41:09	52872/52872	---M--	200	added ('OK')	image/jpeg	etag:%220%22	https://img.youtube.com/vi/i64UhE5jhXg/sddefault.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/img.youtube.com/vi/i64UhE5jhXg/sddefault.jpg	(from https://sifuochwingchun.com/)
14:41:14	53169/53169	---M--	200	added ('OK')	image/jpeg	etag:%221592848275%22	https://img.youtube.com/vi/TU3B452dZEU/sddefault.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/img.youtube.com/vi/TU3B452dZEU/sddefault.jpg	(from https://sifuochwingchun.com/)
14:41:14	174085/174085	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:45:45%20GMT	https://sifuochwingchun.com/adult-self-defense-classes/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/adult-self-defense-classes/index.html	(from https://sifuochwingchun.com/)
14:41:18	46503/46503	---M--	200	added ('OK')	image/jpeg	etag:%221593829956%22	https://img.youtube.com/vi/9Keuepw-lV4/sddefault.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/img.youtube.com/vi/9Keuepw-lV4/sddefault.jpg	(from https://sifuochwingchun.com/)
14:41:18	184895/184895	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:45:49%20GMT	https://sifuochwingchun.com/classes/lakeland-wing-chun-kung-fu-classes/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/classes/lakeland-wing-chun-kung-fu-classes/index.html	(from https://sifuochwingchun.com/)
14:41:18	34849/34849	---M--	200	added ('OK')	image/jpeg	etag:%229eb64fd99e212928daec4b2378c419c5%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/24105011/wooden-dummy-background-bw-dark-800x533.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/24105011/wooden-dummy-background-bw-dark-800x533.jpg	(from https://sifuochwingchun.com/)
14:41:20	170659/170659	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:45:53%20GMT	https://sifuochwingchun.com/classes/advanced-wing-chun-classes-lakeland-florida/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/classes/advanced-wing-chun-classes-lakeland-florida/index.html	(from https://sifuochwingchun.com/)
14:41:24	368173/368173	---M--	200	added ('OK')	image/png	etag:%22b28825d8822f2ce62f335e273641d8d9%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/24105030/wooden-dummy-transparent-400x1262.png	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/24105030/wooden-dummy-transparent-400x1262.png	(from https://sifuochwingchun.com/)
14:41:25	144741/144741	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:45:57%20GMT	https://sifuochwingchun.com/classes/self-defense-classes/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/classes/self-defense-classes/index.html	(from https://sifuochwingchun.com/)
14:41:26	126147/126147	---M--	200	added ('OK')	image/jpeg	etag:%226ddb030d421fb168a9b9f0398fac678a%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/03/25064447/sifu-justin-800x904.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/03/25064447/sifu-justin-800x904.jpg	(from https://sifuochwingchun.com/)
14:41:28	149844/149844	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:46:01%20GMT	https://sifuochwingchun.com/classes/private-wing-chun-classes/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/classes/private-wing-chun-classes/index.html	(from https://sifuochwingchun.com/)
14:41:28	36079/36079	---M--	200	added ('OK')	image/jpeg	etag:%22b3d89f9e4e308ec75142398eb39c61ff%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/03/03161146/michael-bio.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/03/03161146/michael-bio.jpg	(from https://sifuochwingchun.com/)
14:41:29	150400/150400	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:46:02%20GMT	https://sifuochwingchun.com/kids-martial-arts-classes/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/kids-martial-arts-classes/index.html	(from https://sifuochwingchun.com/)
14:41:31	133052/133052	---M--	200	added ('OK')	image/jpeg	etag:%222941e44d954aeeb9c4ff46ac524b3c49%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/28141359/jeff-portrait-1.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/28141359/jeff-portrait-1.jpg	(from https://sifuochwingchun.com/)
14:41:31	177309/177309	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:46:04%20GMT	https://sifuochwingchun.com/lakeland-kickboxing-classes-fitness-bootcamps/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/lakeland-kickboxing-classes-fitness-bootcamps/index.html	(from https://sifuochwingchun.com/)
14:41:33	123322/123322	---M--	200	added ('OK')	image/jpeg	etag:%2285f9646006e2929a2bf7cafb60e893c9%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/03/28151105/fraiser-portrait.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/03/28151105/fraiser-portrait.jpg	(from https://sifuochwingchun.com/)
14:41:34	143804/143804	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:46:07%20GMT	https://sifuochwingchun.com/classes/combination-kickboxing/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/classes/combination-kickboxing/index.html	(from https://sifuochwingchun.com/)
14:41:35	91454/91454	---M--	200	added ('OK')	image/jpeg	etag:%22313e7d04d8425f4292a2e18d77aa5581%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/28133629/necko-portrait-800x1200.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/28133629/necko-portrait-800x1200.jpg	(from https://sifuochwingchun.com/)
14:41:36	134203/134203	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:46:09%20GMT	https://sifuochwingchun.com/classes/lakeland-group-fitness/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/classes/lakeland-group-fitness/index.html	(from https://sifuochwingchun.com/)
14:41:38	170181/170181	---M--	200	added ('OK')	image/jpeg	etag:%22a72da8e1c4ceb8ac18dbc8281e31342d%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/03/25072918/ed-1-800x1125.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/03/25072918/ed-1-800x1125.jpg	(from https://sifuochwingchun.com/)
14:41:43	141875/141875	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:46:17%20GMT	https://sifuochwingchun.com/classes/kids-martial-arts/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/classes/kids-martial-arts/index.html	(from https://sifuochwingchun.com/)
14:41:44	67175/67175	---M--	200	added ('OK')	image/jpeg	etag:%22c087947c2a39d350514881c6a08781b6%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/28141408/justin-c-portrait.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/28141408/justin-c-portrait.jpg	(from https://sifuochwingchun.com/)
14:41:48	135648/135648	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:46:21%20GMT	https://sifuochwingchun.com/classes/little-lions-preschool-martial-arts-lakeland/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/classes/little-lions-preschool-martial-arts-lakeland/index.html	(from https://sifuochwingchun.com/)
14:41:49	100497/100497	---M--	200	added ('OK')	image/jpeg	etag:%22fe61a700e1aea8a5646738a988ec6fae%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/28133612/garett-portrait-800x1200.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/28133612/garett-portrait-800x1200.jpg	(from https://sifuochwingchun.com/)
14:41:59	134478/134478	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:46:33%20GMT	https://sifuochwingchun.com/classes/lakeland-after-school-martial-arts-program/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/classes/lakeland-after-school-martial-arts-program/index.html	(from https://sifuochwingchun.com/)
14:42:01	104342/104342	---M--	200	added ('OK')	image/jpeg	etag:%22706d9a4be9606b01e9cc858d0ce736a5%22	https://sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/28133619/liz-portrait-800x1239.jpg	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.s3.amazonaws.com/wp-content/uploads/2020/04/28133619/liz-portrait-800x1239.jpg	(from https://sifuochwingchun.com/)
14:42:01	139143/139143	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2019:46:33%20GMT	https://sifuochwingchun.com/classes/kids-summer-camps-lakeland/	C:/projects/layer3tooling/wing-chun-chatbot/wing-chun-lakeland/sifuochwingchun.com/classes/kids-summer-camps-lakeland/index.html	(from https://sifuochwingchun.com/)
